user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
MEGAHIT-SemiBin2-group-IF_233.fa																			
MEGAHIT-SemiBin2-group-AL_212.fa																			
MEGAHIT-MetaBAT2-group-IF.51.fa																			
MEGAHIT-SemiBin2-group-AL_153.fa																			
MEGAHIT-SemiBin2-group-IF_24.fa																			
MEGAHIT-SemiBin2-group-IF_28.fa																			
MEGAHIT-SemiBin2-group-IF_65.fa																			
MEGAHIT-SemiBin2-group-IF_86.fa																			
MEGAHIT-MaxBin2-group-IF.042.fa																			
MEGAHIT-SemiBin2-group-IF_38.fa																			
MEGAHIT-SemiBin2-group-AL_189.fa																			
MEGAHIT-SemiBin2-group-IF_45.fa																			
MEGAHIT-MaxBin2-group-AL.073.fa																			
MEGAHIT-MetaBAT2-group-IF.5.fa																			
MEGAHIT-SemiBin2-group-AL_66.fa																			
MEGAHIT-MaxBin2-group-AL.043.fa																			
MEGAHIT-MaxBin2-group-IF.069.fa																			
MEGAHIT-SemiBin2-group-AL_155.fa																			
MEGAHIT-MetaBAT2-group-IF.173.fa																			
MEGAHIT-MetaBAT2-group-IF.117.fa																			
MEGAHIT-SemiBin2-group-IF_142.fa																			
MEGAHIT-SemiBin2-group-IF_132.fa																			
MEGAHIT-SemiBin2-group-IF_104.fa																			
MEGAHIT-MaxBin2-group-AL.093.fa																			
MEGAHIT-MetaBAT2-group-IF.166.fa																			
MEGAHIT-SemiBin2-group-IF_2.fa																			
MEGAHIT-MaxBin2-group-IF.120.fa																			
MEGAHIT-MaxBin2-group-AL.124.fa																			
MEGAHIT-SemiBin2-group-AL_29.fa																			
MEGAHIT-SemiBin2-group-IF_94.fa																			
MEGAHIT-SemiBin2-group-AL_77.fa																			
MEGAHIT-SemiBin2-group-IF_265.fa																			
MEGAHIT-MetaBAT2-group-IF.143.fa																			
MEGAHIT-SemiBin2-group-AL_104.fa																			
MEGAHIT-MetaBAT2-group-IF.46.fa																			
MEGAHIT-MaxBin2-group-IF.090.fa																			
MEGAHIT-MaxBin2-group-AL.070.fa																			
MEGAHIT-SemiBin2-group-IF_237.fa																			
MEGAHIT-SemiBin2-group-AL_142.fa																			
MEGAHIT-MaxBin2-group-IF.085.fa																			
MEGAHIT-SemiBin2-group-IF_76.fa																			
MEGAHIT-MetaBAT2-group-AL.129.fa																			
MEGAHIT-MetaBAT2-group-IF.157.fa																			
MEGAHIT-MetaBAT2-group-AL.45.fa																			
MEGAHIT-SemiBin2-group-AL_244.fa																			
MEGAHIT-SemiBin2-group-IF_99.fa																			
MEGAHIT-SemiBin2-group-AL_196.fa																			
MEGAHIT-MaxBin2-group-IF.093.fa																			
MEGAHIT-SemiBin2-group-IF_329.fa																			
MEGAHIT-MetaBAT2-group-AL.179.fa																			
MEGAHIT-MetaBAT2-group-AL.164.fa																			
MEGAHIT-SemiBin2-group-AL_197.fa																			
MEGAHIT-MetaBAT2-group-AL.63.fa																			
MEGAHIT-MaxBin2-group-IF.068.fa																			
MEGAHIT-SemiBin2-group-IF_25.fa																			
MEGAHIT-SemiBin2-group-IF_39.fa																			
MEGAHIT-MaxBin2-group-AL.084.fa																			
MEGAHIT-MaxBin2-group-AL.108.fa																			
MEGAHIT-MetaBAT2-group-AL.133.fa																			
MEGAHIT-MetaBAT2-group-IF.14.fa																			
MEGAHIT-SemiBin2-group-AL_116.fa																			
MEGAHIT-SemiBin2-group-IF_131.fa																			
MEGAHIT-MetaBAT2-group-IF.122.fa																			
MEGAHIT-SemiBin2-group-AL_64.fa																			
MEGAHIT-MetaBAT2-group-AL.15.fa																			
MEGAHIT-MetaBAT2-group-IF.89.fa																			
MEGAHIT-MetaBAT2-group-AL.6.fa																			
MEGAHIT-SemiBin2-group-AL_122.fa																			
MEGAHIT-MaxBin2-group-AL.133.fa																			
MEGAHIT-MaxBin2-group-IF.019.fa																			
MEGAHIT-MaxBin2-group-IF.040.fa																			
MEGAHIT-MetaBAT2-group-AL.122.fa																			
MEGAHIT-MetaBAT2-group-IF.167.fa																			
MEGAHIT-MaxBin2-group-IF.072.fa																			
MEGAHIT-SemiBin2-group-IF_220.fa																			
MEGAHIT-MetaBAT2-group-IF.66.fa																			
MEGAHIT-MaxBin2-group-IF.034.fa																			
MEGAHIT-SemiBin2-group-IF_178.fa																			
MEGAHIT-SemiBin2-group-AL_339.fa																			
MEGAHIT-MaxBin2-group-IF.006.fa																			
MEGAHIT-MetaBAT2-group-AL.2.fa																			
MEGAHIT-SemiBin2-group-IF_77.fa																			
MEGAHIT-SemiBin2-group-IF_155.fa																			
MEGAHIT-MetaBAT2-group-AL.74.fa																			
MEGAHIT-SemiBin2-group-IF_254.fa																			
MEGAHIT-MetaBAT2-group-AL.34.fa																			
MEGAHIT-MetaBAT2-group-AL.49.fa																			
MEGAHIT-MaxBin2-group-IF.082.fa																			
MEGAHIT-MaxBin2-group-AL.097.fa																			
MEGAHIT-MetaBAT2-group-IF.154.fa																			
MEGAHIT-SemiBin2-group-IF_165.fa																			
MEGAHIT-SemiBin2-group-AL_216.fa																			
